Customer_ID,Communication_Day,Communication_Type,Communication_Time,City,DateOfBirth,Qualification,Gender,Marital_Status,Occupation_Code,Total_Previous_Email_Sent,Total_Email_Open,Total_Previous_Email_Clicked,Total_Previous_SMS_Sent,Total_Previous_SMS_Replied,Total_Previous_Calls_Made,Total_Previous_Calls_attended,Total_Previous_Facebook_Notification,Total_Previous_Facebook_Clicked,Successfulchannel
4626813,Friday,service,5PM_8PM,Tier2,25-12-1984,Graduate,male,unmarried,self employeed -professional,19,10,0,15,3,8,2,0,0,email
800037,Thursday,service,2PM_5PM,Tier2,28-02-1980,Graduate,male,unmarried,salaried,19,8,1,19,2,13,3,0,0,sms
2599513,Monday,service,11AM_2PM,Tier3,14-03-1982,Graduate,male,unmarried,self employeed -professional,10,3,2,15,1,5,1,0,0,sms
2555209,Thursday,service,8AM_11AM,Tier2,01-12-1986,Graduate,female,married,self employeed -professional,15,10,0,11,3,11,0,0,0,email
4203165,Thursday,service,5PM_8PM,Tier1,30-05-1985,Graduate,female,m,self employeed -nonprofessional,17,8,0,10,0,6,4,0,0,email
939746,Sunday,service,5PM_8PM,Tier1,16-03-1992,Graduate,female,u,salaried,16,6,2,12,1,9,4,0,0,email
4773593,Wednesday,service,11AM_2PM,Tier3,02-08-1977,Graduate,male,u,self employeed -professional,11,8,0,20,4,7,3,0,0,email
3253362,Wednesday,service,2PM_5PM,Tier1,06-11-1961,Graduate,female,married,salaried,12,6,0,17,3,15,4,0,0,email
1446787,Tuesday,service,8PM-12PM,Tier1,31-08-1981,Graduate,male,m,salaried,12,7,1,20,5,6,3,0,0,sms
3439597,Friday,service,2PM_5PM,Tier3,30-10-1965,Graduate,male,m,self employeed -nonprofessional,14,8,0,17,0,6,3,0,0,email
3884612,Thursday,service,2PM_5PM,Tier2,21-01-1979,Graduate,female,married,self employeed -nonprofessional,12,3,2,16,2,15,2,0,0,sms
1873149,Sunday,service,8AM_11AM,Tier2,03-12-1983,Graduate,male,unmarried,self employeed -professional,14,9,1,10,0,13,4,0,0,sms
4371231,Saturday,service,5PM_8PM,Tier2,26-03-1978,Graduate,female,u,self employeed -professional,10,10,1,12,2,5,4,0,0,email
4477252,Tuesday,service,2PM_5PM,Tier3,10-07-1968,Graduate,male,u,salaried,16,7,0,19,4,5,3,0,0,sms
806751,Thursday,service,8AM_11AM,Tier2,02-05-1971,Graduate,male,u,self employeed -professional,14,9,2,10,0,7,3,0,0,email
874321,Tuesday,service,2PM_5PM,Tier3,11-01-1973,Graduate,female,married,self employeed -professional,13,4,2,20,4,13,3,0,0,email
1305833,Friday,service,5PM_8PM,Tier1,13-08-1966,Graduate,female,unmarried,salaried,19,3,2,20,4,13,5,0,0,sms
3980927,Thursday,service,2PM_5PM,Tier3,21-12-1962,Graduate,female,m,self employeed -nonprofessional,13,3,0,13,2,8,0,0,0,email
904077,Thursday,service,2PM_5PM,Tier1,30-01-1984,Graduate,male,u,self employeed -nonprofessional,13,5,2,19,3,13,0,0,0,sms
3797773,Friday,service,2PM_5PM,Tier1,29-10-1973,Graduate,male,unmarried,salaried,11,8,1,15,5,15,4,0,0,email
4504270,Monday,service,2PM_5PM,Tier3,27-09-1972,Graduate,female,u,self employeed -professional,12,3,2,12,2,11,1,0,0,email
3218604,Wednesday,service,8PM-12PM,Tier3,10-08-1992,Graduate,male,u,salaried,11,9,0,10,1,6,3,0,0,sms
1564069,Wednesday,service,11AM_2PM,Tier1,03-10-1962,Graduate,male,m,self employeed -professional,17,3,1,19,0,8,0,0,0,sms
4322032,Sunday,service,8AM_11AM,Tier1,04-11-1979,Graduate,female,u,self employeed -nonprofessional,15,7,0,14,0,5,4,0,0,sms
838126,Sunday,service,5PM_8PM,Tier3,05-11-1960,Graduate,male,u,self employeed -professional,19,5,2,14,4,12,4,0,0,email
2793903,Thursday,service,5PM_8PM,Tier1,01-11-1979,Graduate,female,unmarried,salaried,20,9,0,15,5,12,3,0,0,email
1955426,Thursday,service,11AM_2PM,Tier2,22-09-1971,Graduate,male,unmarried,self employeed -professional,18,4,1,18,2,14,1,0,0,email
1918505,Wednesday,service,8AM_11AM,Tier2,05-04-1985,Graduate,male,u,self employeed -nonprofessional,16,2,0,20,4,5,1,0,0,email
2648021,Saturday,service,11AM_2PM,Tier3,09-09-1978,Graduate,male,m,self employeed -professional,14,6,0,20,3,15,5,0,0,sms
2028296,Friday,service,2PM_5PM,Tier2,02-09-1985,Graduate,female,unmarried,self employeed -professional,11,7,2,20,4,9,5,0,0,sms
1296043,Tuesday,service,8PM-12PM,Tier3,14-10-1973,Graduate,male,u,self employeed -nonprofessional,19,5,0,19,0,12,4,0,0,email
4193715,Wednesday,service,11AM_2PM,Tier2,24-06-1990,Graduate,male,married,self employeed -professional,15,5,2,15,3,13,5,0,0,sms
2689956,Tuesday,service,8PM-12PM,Tier1,03-12-1977,Graduate,male,m,self employeed -nonprofessional,13,7,1,10,1,5,4,0,0,email
701104,Sunday,service,8PM-12PM,Tier1,14-02-1965,Graduate,male,u,self employeed -professional,16,6,2,15,3,15,0,0,0,sms
2447436,Sunday,service,11AM_2PM,Tier2,21-11-1964,Graduate,male,unmarried,self employeed -nonprofessional,16,5,2,10,5,6,4,0,0,email
1316155,Monday,service,8AM_11AM,Tier1,04-10-1991,Graduate,male,married,salaried,13,4,2,19,3,8,5,0,0,email
4149683,Friday,service,8PM-12PM,Tier1,17-08-1980,Graduate,male,u,self employeed -professional,18,2,2,17,2,14,1,0,0,sms
4558535,Wednesday,service,5PM_8PM,Tier2,02-09-1990,Graduate,male,unmarried,self employeed -nonprofessional,12,5,2,19,4,5,4,0,0,email
2356185,Monday,service,2PM_5PM,Tier1,09-03-1965,Graduate,male,unmarried,self employeed -professional,14,2,2,18,0,15,2,0,0,sms
2011705,Wednesday,service,11AM_2PM,Tier1,14-07-1984,Graduate,female,married,self employeed -professional,14,2,1,18,5,9,2,0,0,email
4234482,Sunday,service,8AM_11AM,Tier3,22-11-1983,Graduate,male,unmarried,self employeed -professional,18,10,2,15,1,13,4,0,0,email
2334020,Tuesday,service,8PM-12PM,Tier1,27-01-1973,Graduate,female,u,self employeed -professional,11,4,1,16,5,15,5,0,0,sms
2565427,Thursday,service,8AM_11AM,Tier1,07-01-1984,Graduate,female,u,self employeed -professional,16,8,0,17,2,15,2,0,0,email
4316506,Thursday,service,5PM_8PM,Tier3,27-04-1968,Graduate,female,married,self employeed -nonprofessional,20,5,0,16,1,7,5,0,0,email
3007334,Thursday,service,2PM_5PM,Tier1,30-01-1961,Graduate,female,u,self employeed -nonprofessional,17,4,0,13,2,13,5,0,0,email
2461984,Thursday,service,5PM_8PM,Tier1,11-01-1986,Graduate,female,u,salaried,18,4,1,20,1,7,2,0,0,email
4988073,Tuesday,service,5PM_8PM,Tier3,05-01-1974,Graduate,male,married,self employeed -nonprofessional,19,8,2,13,5,6,5,0,0,email
2070913,Friday,service,8AM_11AM,Tier2,14-04-1969,Graduate,male,married,self employeed -nonprofessional,16,2,1,16,4,14,2,0,0,email
3907832,Tuesday,service,5PM_8PM,Tier2,21-07-1968,Graduate,female,u,self employeed -nonprofessional,17,4,0,12,0,13,5,0,0,email
2679609,Tuesday,service,2PM_5PM,Tier1,11-10-1967,Graduate,male,married,self employeed -nonprofessional,16,6,0,17,3,9,1,0,0,email
1610041,Sunday,service,5PM_8PM,Tier3,20-07-1965,Graduate,male,m,salaried,20,10,0,14,0,12,1,0,0,email
1455752,Sunday,service,5PM_8PM,Tier1,19-06-1989,Graduate,female,unmarried,salaried,13,10,1,10,0,13,0,0,0,sms
4830462,Friday,service,2PM_5PM,Tier1,30-10-1991,Graduate,female,u,self employeed -professional,11,10,1,13,4,7,3,0,0,sms
4726610,Tuesday,service,8AM_11AM,Tier3,22-06-1965,Graduate,male,married,salaried,12,3,2,15,0,13,0,0,0,sms
2031355,Saturday,service,11AM_2PM,Tier3,20-09-1970,Graduate,male,unmarried,self employeed -nonprofessional,10,7,1,16,3,7,0,0,0,email
1118532,Thursday,service,8AM_11AM,Tier1,25-09-1977,Graduate,female,married,self employeed -professional,19,6,2,14,1,15,4,0,0,email
3943556,Thursday,service,8AM_11AM,Tier3,15-09-1974,Graduate,female,unmarried,salaried,17,8,2,17,4,13,4,0,0,email
4297050,Tuesday,service,8PM-12PM,Tier3,20-10-1976,Graduate,male,unmarried,self employeed -professional,18,6,0,12,0,7,3,0,0,email
4631865,Wednesday,service,2PM_5PM,Tier2,27-09-1970,Graduate,female,u,salaried,15,2,0,17,3,11,5,0,0,email
2747443,Thursday,service,11AM_2PM,Tier3,23-10-1983,Graduate,male,u,self employeed -professional,12,4,2,15,2,15,0,0,0,sms
1947638,Thursday,service,2PM_5PM,Tier2,30-01-1990,Graduate,male,married,self employeed -professional,20,7,1,12,5,14,2,0,0,sms
4060802,Monday,service,5PM_8PM,Tier1,15-10-1986,Graduate,male,u,salaried,10,7,0,11,4,13,5,0,0,email
4011449,Monday,service,2PM_5PM,Tier1,24-04-1971,Graduate,female,m,salaried,11,3,1,11,1,9,5,0,0,email
4385665,Saturday,service,8AM_11AM,Tier2,17-02-1979,Graduate,male,u,self employeed -nonprofessional,16,9,2,15,2,12,5,0,0,sms
4906168,Wednesday,service,11AM_2PM,Tier1,05-11-1981,Graduate,male,unmarried,salaried,16,3,2,14,0,8,4,0,0,sms
2167421,Thursday,service,2PM_5PM,Tier3,23-01-1973,Graduate,male,u,self employeed -professional,12,7,0,10,2,9,0,0,0,sms
4800567,Sunday,service,11AM_2PM,Tier3,13-11-1975,Graduate,male,u,salaried,19,2,1,20,1,14,5,0,0,sms
2809328,Thursday,service,2PM_5PM,Tier1,19-02-1969,Graduate,female,u,self employeed -professional,11,8,0,15,1,13,5,0,0,email
2949401,Tuesday,service,8PM-12PM,Tier1,14-12-1986,Graduate,male,m,salaried,17,4,1,20,4,15,1,0,0,sms
2471725,Wednesday,service,11AM_2PM,Tier2,22-11-1990,Graduate,male,married,salaried,17,5,2,10,5,13,0,0,0,email
4117287,Tuesday,service,8AM_11AM,Tier1,19-07-1986,Graduate,female,m,self employeed -professional,19,3,2,18,0,7,5,0,0,email
1508540,Tuesday,service,8PM-12PM,Tier2,10-10-1991,Graduate,male,u,salaried,12,10,0,17,3,7,2,0,0,email
3628321,Friday,service,11AM_2PM,Tier3,05-02-1978,Graduate,male,unmarried,self employeed -professional,12,5,2,15,1,10,2,0,0,email
4142167,Sunday,service,8AM_11AM,Tier1,08-08-1969,Graduate,male,u,self employeed -nonprofessional,16,5,0,17,5,10,1,0,0,email
3027862,Tuesday,service,11AM_2PM,Tier3,09-03-1977,Graduate,female,u,self employeed -nonprofessional,17,7,0,10,4,15,2,0,0,email
3008813,Monday,service,8AM_11AM,Tier1,26-10-1970,Graduate,female,married,salaried,19,6,2,11,4,6,0,0,0,sms
1165396,Friday,service,2PM_5PM,Tier2,13-12-1971,Graduate,female,m,self employeed -professional,12,3,2,18,5,12,5,0,0,sms
2574329,Thursday,service,2PM_5PM,Tier3,26-04-1978,Graduate,female,m,self employeed -professional,18,6,0,11,2,9,4,0,0,email
2939560,Saturday,service,2PM_5PM,Tier1,12-08-1979,Graduate,male,married,salaried,12,6,2,12,3,15,0,0,0,email
3485242,Wednesday,service,2PM_5PM,Tier1,15-06-1975,Graduate,male,married,self employeed -professional,10,8,1,15,2,9,1,0,0,email
3703693,Sunday,service,8AM_11AM,Tier3,01-06-1977,Graduate,male,m,self employeed -nonprofessional,15,4,1,14,4,10,2,0,0,sms
794497,Friday,service,8PM-12PM,Tier2,29-06-1964,Graduate,male,m,self employeed -nonprofessional,10,4,2,11,2,10,1,0,0,email
2168846,Friday,service,8AM_11AM,Tier3,02-06-1976,Graduate,female,m,self employeed -nonprofessional,10,4,0,10,3,7,1,0,0,sms
2965926,Monday,service,11AM_2PM,Tier3,14-12-1973,Graduate,male,m,self employeed -professional,11,3,2,10,0,7,2,0,0,email
1773222,Thursday,service,8AM_11AM,Tier2,08-09-1977,Graduate,male,unmarried,self employeed -nonprofessional,16,6,2,10,0,13,3,0,0,email
4885103,Tuesday,service,8AM_11AM,Tier1,10-03-1975,Graduate,male,unmarried,salaried,11,9,0,13,4,6,5,0,0,email
704216,Saturday,service,2PM_5PM,Tier3,30-05-1983,Graduate,female,married,salaried,18,10,2,11,3,10,1,0,0,email
4573416,Saturday,service,11AM_2PM,Tier3,23-01-1978,Graduate,male,u,self employeed -professional,20,4,2,13,0,11,3,0,0,sms
3876741,Friday,service,8AM_11AM,Tier2,08-05-1974,Graduate,male,u,salaried,11,2,2,16,3,9,3,0,0,sms
4974603,Monday,service,2PM_5PM,Tier3,04-01-1989,Graduate,female,m,salaried,12,10,2,18,3,13,3,0,0,sms
4055886,Tuesday,service,2PM_5PM,Tier3,20-10-1982,Graduate,male,u,salaried,20,6,2,15,0,9,5,0,0,sms
4588324,Saturday,service,8PM-12PM,Tier2,21-06-1977,Graduate,male,unmarried,self employeed -professional,10,10,0,15,2,12,2,0,0,email
1148954,Monday,service,11AM_2PM,Tier3,31-01-1961,Graduate,male,unmarried,salaried,17,9,0,14,0,5,5,0,0,email
3218247,Wednesday,service,8PM-12PM,Tier2,20-07-1980,Graduate,male,m,salaried,12,9,0,15,5,15,5,0,0,email
1414426,Wednesday,service,5PM_8PM,Tier2,01-09-1972,Graduate,male,married,salaried,18,5,2,12,5,14,2,0,0,email
1025194,Thursday,service,8PM-12PM,Tier3,10-04-1967,Graduate,male,m,salaried,18,7,0,11,0,10,2,0,0,email
4277277,Sunday,service,8AM_11AM,Tier1,28-04-1971,Graduate,male,unmarried,self employeed -nonprofessional,16,2,0,13,0,11,3,0,0,sms
2444525,Friday,service,8AM_11AM,Tier1,24-10-1968,Graduate,male,unmarried,self employeed -nonprofessional,11,7,2,20,3,12,5,0,0,sms
3977390,Saturday,service,2PM_5PM,Tier2,10-06-1987,Graduate,female,married,self employeed -professional,20,8,0,15,5,9,5,0,0,sms
2853048,Saturday,service,11AM_2PM,Tier2,01-10-1968,Graduate,male,unmarried,self employeed -professional,12,9,2,19,5,6,2,0,0,email
2755519,Sunday,service,2PM_5PM,Tier3,24-01-1980,Graduate,male,married,self employeed -nonprofessional,18,9,2,11,5,8,1,0,0,sms
1730085,Tuesday,service,5PM_8PM,Tier2,08-02-1972,Graduate,male,married,self employeed -professional,10,7,2,20,0,12,1,0,0,sms
4370273,Friday,service,8PM-12PM,Tier2,12-01-1970,Graduate,female,u,self employeed -professional,14,8,1,11,4,13,4,0,0,sms
3441592,Friday,service,8PM-12PM,Tier2,09-04-1963,Graduate,male,unmarried,salaried,20,5,0,14,5,6,5,0,0,email
2417915,Wednesday,service,8AM_11AM,Tier1,05-12-1971,Graduate,male,married,self employeed -nonprofessional,18,5,1,16,1,11,3,0,0,sms
1819657,Friday,service,11AM_2PM,Tier1,25-02-1970,Graduate,female,m,self employeed -professional,11,4,2,12,5,8,0,0,0,sms
2082972,Tuesday,service,8AM_11AM,Tier3,09-06-1964,Graduate,female,m,salaried,14,8,2,12,3,14,5,0,0,email
3631109,Saturday,service,2PM_5PM,Tier3,03-02-1976,Graduate,male,married,self employeed -nonprofessional,14,10,2,16,3,14,2,0,0,email
3881447,Monday,service,11AM_2PM,Tier1,05-04-1962,Graduate,male,married,self employeed -nonprofessional,11,2,1,18,1,7,0,0,0,email
1190778,Wednesday,service,8PM-12PM,Tier3,10-10-1988,Graduate,male,u,self employeed -professional,19,4,2,17,2,13,3,0,0,sms
3231910,Saturday,service,5PM_8PM,Tier2,16-09-1991,Graduate,male,married,salaried,20,10,1,11,0,12,2,0,0,sms
4705548,Tuesday,service,5PM_8PM,Tier2,19-04-1992,Graduate,female,u,salaried,11,4,1,19,4,8,3,0,0,sms
2486997,Sunday,service,11AM_2PM,Tier2,03-02-1991,Graduate,female,married,salaried,11,4,1,13,1,15,1,0,0,sms
3693827,Tuesday,service,2PM_5PM,Tier2,14-06-1983,Graduate,male,u,salaried,19,9,0,19,1,8,1,0,0,email
3843516,Saturday,service,8AM_11AM,Tier3,09-05-1992,Graduate,male,married,self employeed -nonprofessional,12,3,2,16,5,7,3,0,0,email
3640297,Sunday,service,5PM_8PM,Tier1,28-05-1970,Graduate,female,unmarried,self employeed -nonprofessional,20,4,0,10,0,11,5,0,0,sms
899666,Tuesday,service,2PM_5PM,Tier1,26-08-1980,Graduate,male,unmarried,self employeed -professional,14,8,0,16,1,10,3,0,0,email
1997130,Saturday,service,11AM_2PM,Tier3,05-12-1969,Graduate,female,m,self employeed -nonprofessional,16,7,2,12,5,7,4,0,0,sms
3806826,Tuesday,service,5PM_8PM,Tier1,18-04-1981,Graduate,male,married,salaried,20,7,2,14,3,8,0,0,0,email
2309902,Tuesday,service,8PM-12PM,Tier3,04-09-1977,Graduate,female,married,salaried,16,7,1,18,4,8,0,0,0,sms
4729219,Wednesday,service,2PM_5PM,Tier1,29-08-1992,Graduate,male,u,self employeed -professional,16,3,2,19,3,6,4,0,0,sms
4933955,Thursday,service,11AM_2PM,Tier3,05-09-1961,Graduate,male,m,salaried,13,8,2,16,5,7,4,0,0,sms
2243878,Tuesday,service,2PM_5PM,Tier3,20-01-1992,Graduate,female,m,self employeed -professional,15,9,2,16,1,10,0,0,0,sms
4715785,Wednesday,service,11AM_2PM,Tier2,10-04-1963,Graduate,male,u,self employeed -nonprofessional,13,8,1,14,1,11,1,0,0,email
3344816,Wednesday,service,8PM-12PM,Tier1,04-01-1966,Graduate,male,married,salaried,15,3,0,11,5,12,3,0,0,email
3049806,Saturday,service,8AM_11AM,Tier2,14-10-1977,Graduate,male,m,self employeed -professional,16,10,0,18,4,13,3,0,0,email
785169,Monday,service,8AM_11AM,Tier3,24-06-1965,Graduate,male,u,self employeed -nonprofessional,14,5,1,11,5,8,1,0,0,sms
2430112,Saturday,service,8AM_11AM,Tier3,19-03-1984,Graduate,male,u,salaried,13,2,1,15,4,14,4,0,0,email
2356063,Saturday,service,8PM-12PM,Tier3,27-06-1975,Graduate,male,married,self employeed -nonprofessional,16,3,2,20,4,5,3,0,0,email
3416499,Wednesday,service,8PM-12PM,Tier1,10-03-1972,Graduate,male,married,salaried,15,4,2,14,1,10,2,0,0,email
4889284,Tuesday,service,5PM_8PM,Tier1,24-05-1984,Graduate,male,u,self employeed -nonprofessional,15,4,2,13,0,6,3,0,0,sms
3088905,Wednesday,service,5PM_8PM,Tier1,17-10-1968,Graduate,female,married,self employeed -professional,11,9,2,10,3,10,4,0,0,sms
1831432,Monday,service,11AM_2PM,Tier1,12-03-1969,Graduate,male,u,self employeed -nonprofessional,18,6,0,18,1,12,0,0,0,sms
1142482,Friday,service,5PM_8PM,Tier3,18-04-1976,Graduate,female,u,self employeed -professional,10,6,2,12,3,8,0,0,0,email
1619490,Monday,service,8PM-12PM,Tier1,12-01-1987,Graduate,male,unmarried,self employeed -nonprofessional,17,10,0,20,5,7,4,0,0,email
2203232,Wednesday,service,5PM_8PM,Tier3,08-12-1968,Graduate,female,u,self employeed -professional,16,3,0,12,3,11,0,0,0,email
1261402,Wednesday,service,11AM_2PM,Tier3,27-09-1988,Graduate,male,m,salaried,19,6,0,12,1,8,4,0,0,sms
3663522,Friday,service,5PM_8PM,Tier3,29-09-1976,Graduate,male,u,salaried,16,9,1,11,3,13,5,0,0,sms
719402,Monday,service,8AM_11AM,Tier2,27-07-1968,Graduate,female,m,salaried,14,2,1,17,0,13,3,0,0,sms
4618287,Saturday,service,8PM-12PM,Tier2,06-05-1989,Graduate,female,m,self employeed -nonprofessional,14,6,1,17,5,6,0,0,0,sms
2835119,Wednesday,service,11AM_2PM,Tier2,07-10-1976,Graduate,male,u,salaried,19,6,1,13,5,13,1,0,0,sms
4189029,Sunday,service,2PM_5PM,Tier3,20-12-1986,Graduate,female,u,self employeed -professional,12,5,0,20,2,7,4,0,0,sms
2871849,Friday,service,11AM_2PM,Tier2,25-01-1982,Graduate,male,unmarried,self employeed -nonprofessional,11,6,2,18,0,5,0,0,0,email
1698991,Monday,service,11AM_2PM,Tier1,24-06-1982,Graduate,male,u,salaried,16,7,2,11,5,13,2,0,0,sms
1380872,Thursday,service,5PM_8PM,Tier2,04-07-1974,Graduate,male,married,salaried,19,2,1,17,1,9,2,0,0,sms
1315271,Friday,service,8AM_11AM,Tier2,26-11-1968,Graduate,female,m,salaried,12,9,2,20,2,10,0,0,0,email
1038796,Sunday,service,8AM_11AM,Tier2,19-09-1976,Graduate,male,m,salaried,15,7,1,14,0,8,3,0,0,sms
4387359,Thursday,service,8PM-12PM,Tier1,27-02-1989,Graduate,female,m,self employeed -professional,13,10,2,16,4,8,3,0,0,sms
2571872,Wednesday,service,8AM_11AM,Tier3,14-05-1976,Graduate,male,u,self employeed -nonprofessional,16,5,1,11,3,14,0,0,0,email
2195916,Wednesday,service,8AM_11AM,Tier1,28-07-1986,Graduate,female,u,salaried,17,6,2,10,2,10,1,0,0,email
1631861,Friday,service,2PM_5PM,Tier3,27-09-1968,Graduate,male,u,self employeed -professional,11,7,0,14,1,5,2,0,0,sms
4237310,Saturday,service,11AM_2PM,Tier3,26-04-1982,Graduate,female,married,self employeed -professional,17,8,1,15,3,15,3,0,0,email
4281399,Monday,service,8AM_11AM,Tier3,11-06-1965,Graduate,male,m,salaried,12,8,1,13,5,7,5,0,0,email
3365260,Thursday,service,5PM_8PM,Tier2,27-03-1987,Graduate,male,m,salaried,11,2,0,13,0,5,5,0,0,sms
3796162,Monday,service,8AM_11AM,Tier2,22-05-1981,Graduate,male,m,self employeed -nonprofessional,14,8,0,16,2,11,3,0,0,email
1732593,Monday,service,8AM_11AM,Tier2,04-11-1966,Graduate,female,m,salaried,18,10,2,15,5,15,3,0,0,sms
2129038,Tuesday,service,11AM_2PM,Tier2,22-02-1969,Graduate,male,unmarried,salaried,20,4,0,12,5,5,4,0,0,sms
2774808,Saturday,service,5PM_8PM,Tier3,22-10-1977,Graduate,male,unmarried,self employeed -professional,12,10,0,10,0,12,5,0,0,sms
1508419,Saturday,service,8AM_11AM,Tier3,18-07-1971,Graduate,male,unmarried,salaried,18,6,0,15,0,13,0,0,0,sms
4169380,Thursday,service,2PM_5PM,Tier2,12-02-1971,Graduate,male,m,self employeed -nonprofessional,10,2,0,15,0,11,3,0,0,email
3649594,Monday,service,5PM_8PM,Tier3,08-09-1966,Graduate,male,married,salaried,17,9,2,12,0,15,0,0,0,email
3874171,Saturday,service,8PM-12PM,Tier1,17-11-1990,Graduate,male,u,self employeed -professional,13,2,0,14,3,7,0,0,0,sms
3480163,Monday,service,11AM_2PM,Tier1,18-10-1967,Graduate,male,m,self employeed -nonprofessional,10,9,1,12,2,6,4,0,0,email
3894807,Friday,service,2PM_5PM,Tier3,14-08-1961,Graduate,female,married,salaried,11,10,1,15,1,8,1,0,0,email
2470979,Thursday,service,2PM_5PM,Tier2,18-06-1982,Graduate,female,unmarried,salaried,20,10,1,17,3,10,0,0,0,email
4282691,Thursday,service,8AM_11AM,Tier1,14-04-1978,Graduate,male,unmarried,salaried,18,4,1,12,3,9,4,0,0,sms
2262741,Wednesday,service,5PM_8PM,Tier3,30-03-1963,Graduate,male,u,salaried,11,8,0,20,0,11,4,0,0,sms
4589445,Saturday,service,11AM_2PM,Tier1,17-10-1981,Graduate,male,m,self employeed -professional,16,6,1,16,5,13,2,0,0,email
4718267,Wednesday,service,5PM_8PM,Tier1,18-09-1966,Graduate,male,u,salaried,19,3,0,14,4,8,4,0,0,email
1301058,Thursday,service,5PM_8PM,Tier2,23-01-1990,Graduate,male,m,self employeed -professional,10,10,2,10,4,13,5,0,0,sms
1518210,Wednesday,service,5PM_8PM,Tier3,09-03-1989,Graduate,female,married,salaried,11,4,2,20,0,10,4,0,0,email
4402803,Tuesday,service,5PM_8PM,Tier2,07-07-1966,Graduate,male,unmarried,self employeed -professional,19,6,1,14,1,13,1,0,0,sms
2861583,Tuesday,service,8AM_11AM,Tier1,22-12-1973,Graduate,female,u,salaried,16,3,0,17,0,7,4,0,0,sms
4975285,Monday,service,8PM-12PM,Tier3,10-12-1988,Graduate,male,m,self employeed -professional,10,5,0,15,2,13,3,0,0,sms
953130,Wednesday,service,11AM_2PM,Tier1,28-07-1960,Graduate,female,m,salaried,11,8,2,12,4,14,5,0,0,email
4452928,Friday,service,8AM_11AM,Tier1,29-07-1976,Graduate,female,u,self employeed -professional,16,9,0,16,5,14,4,0,0,email
4041744,Tuesday,service,11AM_2PM,Tier2,28-09-1975,Graduate,male,m,salaried,12,3,0,18,3,15,1,0,0,sms
2542395,Monday,service,11AM_2PM,Tier2,03-06-1991,Graduate,female,m,self employeed -nonprofessional,10,2,1,13,4,7,4,0,0,email
815848,Saturday,service,2PM_5PM,Tier3,23-07-1966,Graduate,male,married,self employeed -nonprofessional,15,2,1,16,1,8,5,0,0,email
2403597,Sunday,service,8AM_11AM,Tier3,09-11-1963,Graduate,male,m,self employeed -professional,17,6,0,19,3,13,3,0,0,sms
1226354,Monday,service,8AM_11AM,Tier2,08-12-1975,Graduate,male,unmarried,self employeed -professional,16,2,0,19,0,12,2,0,0,sms
1445163,Friday,service,8AM_11AM,Tier1,18-02-1960,Graduate,male,m,salaried,13,6,1,11,3,5,0,0,0,email
4385327,Monday,service,8AM_11AM,Tier1,23-04-1988,Graduate,male,unmarried,self employeed -professional,16,10,1,15,2,8,3,0,0,sms
1065207,Friday,service,2PM_5PM,Tier1,13-07-1965,Graduate,male,unmarried,self employeed -nonprofessional,12,9,1,12,5,9,4,0,0,email
3164781,Tuesday,service,2PM_5PM,Tier1,17-09-1979,Graduate,male,m,self employeed -professional,14,2,0,16,5,12,0,0,0,sms
3829876,Tuesday,service,8AM_11AM,Tier3,16-03-1984,Graduate,male,unmarried,self employeed -professional,19,6,2,20,3,9,1,0,0,sms
3535389,Sunday,service,2PM_5PM,Tier1,25-03-1973,Graduate,female,m,salaried,10,5,1,18,0,7,1,0,0,email
1175339,Wednesday,service,8AM_11AM,Tier1,10-07-1974,Graduate,male,unmarried,self employeed -nonprofessional,19,9,2,13,1,7,2,0,0,email
4719690,Monday,service,11AM_2PM,Tier2,25-03-1985,Graduate,female,married,self employeed -professional,14,4,0,11,0,6,3,0,0,sms
4712989,Monday,service,8PM-12PM,Tier2,03-02-1976,Graduate,male,married,salaried,11,3,2,12,3,12,2,0,0,email
4904304,Friday,service,11AM_2PM,Tier1,02-09-1970,Graduate,male,m,self employeed -nonprofessional,12,7,0,10,0,7,4,0,0,email
1956711,Monday,service,8AM_11AM,Tier3,29-04-1975,Graduate,female,u,salaried,19,4,0,15,4,12,0,0,0,email
2056906,Sunday,service,8PM-12PM,Tier2,17-10-1969,Graduate,female,unmarried,self employeed -professional,15,7,2,20,4,10,5,0,0,sms
3290090,Sunday,service,5PM_8PM,Tier3,21-08-1990,Graduate,female,m,self employeed -nonprofessional,19,2,1,16,5,11,2,0,0,sms
2575623,Saturday,service,5PM_8PM,Tier3,11-08-1970,Graduate,male,m,salaried,16,8,2,19,4,13,1,0,0,email
820976,Saturday,service,11AM_2PM,Tier2,27-10-1960,Graduate,female,m,self employeed -nonprofessional,14,3,2,18,0,5,0,0,0,sms
3383200,Thursday,service,8AM_11AM,Tier1,03-05-1979,Graduate,male,m,self employeed -professional,20,4,1,13,1,9,1,0,0,sms
1731738,Thursday,service,8PM-12PM,Tier2,01-10-1987,Graduate,female,married,salaried,19,7,2,13,5,7,0,0,0,sms
3296576,Friday,service,5PM_8PM,Tier3,29-04-1986,Graduate,female,u,salaried,16,3,2,12,4,10,5,0,0,email
2488229,Thursday,service,8AM_11AM,Tier3,19-01-1984,Graduate,male,m,salaried,20,2,1,17,3,9,5,0,0,sms
2906613,Saturday,service,8PM-12PM,Tier1,08-07-1991,Graduate,female,unmarried,self employeed -professional,11,2,2,17,4,13,3,0,0,email
